Country,State Code,State Name,Town Code,Town Name
es,,,476477631,Burgos
es,,,455525371,Cádiz
es,,,459413902,Cartagena
es,,,467909995,Castelló
es,,,464345606,Ciudad Real
es,,,460385523,Córdoba
es,,,475146281,Girona
es,,,457829641,Granada
es,,,458117306,Huelva
es,,,459989620,Jaén
es,,,425176457,Las Palmas
es,,,477341443,León
es,,,473850063,Lleida
es,,,476909756,Logroño
es,,,469529629,Madrid
es,,,456209558,Málaga
es,,,455489511,Marbella
es,,,460745887,Murcia
es,,,480077417,Oviedo
es,,,466470265,Palma
es,,,478169835,Pamplona
es,,,471509433,Salamanca
es,,,426508375,Santa Cruz de Tenerife
es,,,480509620,Santander
es,,,471401589,Segovia
es,,,458657402,Sevilla
es,,,472050124,Tarragona
es,,,466145961,Valencia
es,,,473957526,Valladolid
es,,,475002224,Vic
es,,,476009129,Vigo
es,,,473957911,Zaragoza
ee,,,,-- please select
ee,,,538004474,Tallinn
ee,,,534188671,Tartu
et,,,,-- please select
et,,,375429947,Āddīgrat
et,,,356529874,Āddīs Ābebā
et,,,374889872,Aksum
et,,,345765755,Ārba Minch
et,,,356746086,Āsbe Teferi
et,,,360273453,Āsosa
et,,,349437847,Āwassa
et,,,365637737,Bahir Dar
et,,,350229624,Bonga
et,,,371397790,Debark
et,,,358869953,Debre Birhan
et,,,361245772,Debre Mark'os
et,,,366717801,Debre Tabor
et,,,355521899,Debre Zeyit
et,,,364089963,Desē
et,,,347097831,Dilla
et,,,358546186,Dirē Dawa
et,,,359301873,Fichē
et,,,353721459,Gambēla
et,,,349257997,Goba
et,,,369417746,Gondar
et,,,356349785,Hāgere Hiywet
et,,,347349852,Hagereselam
et,,,357538213,Harar
et,,,351201785,Hossa'ina
et,,,10104,Injibara
et,,,357682279,Jijiga
et,,,351669683,Jīmma
et,,,344361665,Jinka
et,,,370029954,Maych'ew
et,,,372621947,Mek'elē
et,,,353901558,Metu
et,,,354801927,Nazrēt
et,,,350517867,Negēlē
et,,,356745653,Nek'emtē
et,,,348861775,Soddo
et,,,349977541,Tēppī
et,,,366609959,Weldiya
et,,,353829777,Welk'īt'ē
fi,,,,-- please select
fi,,,540776466,Espoo
fi,,,540632494,Helsinki
fi,,,549416978,Joensuu
fi,,,548156575,Jyväskylä
fi,,,553844312,Kokkola
fi,,,550460770,Kuopio
fi,,,543584566,Lahti
fi,,,543836818,Lappeenranta
fi,,,558092547,Oulu
fi,,,553268270,Pietarsaari
fi,,,545384177,Pori
fi,,,563384570,Rovaniemi
fi,,,545492376,Tampere
fi,,,541640225,Turku
fi,,,551180161,Vaasa
fj,,,,-- please select
fj,,,260639745,Lautoka
fj,,,258767843,Suva
fk,,,,-- please select
fr,,,,-- please select
fr,,,482886408,Alès
fr,,,503658230,Amiens
fr,,,494945946,Angers
fr,,,480978712,Antibes
fr,,,505062278,Arras
fr,,,488754311,Aubière
fr,,,482274481,Avignon
fr,,,501966209,Beauvais
fr,,,495558685,Belfort
fr,,,494082602,Besançon
fr,,,485441942,Bordeaux
fr,,,498221550,Brest
fr,,,499626232,Cachan
fr,,,501101964,Caen
fr,,,500562207,Cergy
fr,,,488106591,Chambéry
fr,,,499626227,Châtenay-Malabry
fr,,,488826308,Clermont-Ferrand
fr,,,501894282,Compiègne
fr,,,476298915,Corte
fr,,,499662245,Créteil
fr,,,494406503,Dijon
fr,,,505350308,Douai
fr,,,507762234,Dunkirk
fr,,,488790475,Écully
fr,,,499122244,Évry
fr,,,499626228,Fontenay-aux-Roses
fr,,,499266213,Gif-sur-Yvette
fr,,,485153938,Gradignan
fr,,,486702572,Grenoble
fr,,,498726770,Illkirch-Graffenstaden
fr,,,499590217,Jouy-en-Josas
fr,,,479322603,La Garde
fr,,,490229882,La Rochelle
fr,,,491310105,La Trimouille
fr,,,502218012,Le Havre
fr,,,496818020,Le Mans
fr,,,488826318,Lempdes
fr,,,506322307,Lille
fr,,,489006125,Limoges
fr,,,495881663,Lorient
fr,,,488754483,Lyon
fr,,,499734244,Maisons-Alfort
fr,,,499770230,Malakoff
fr,,,479934537,Marseille
fr,,,500850618,Metz
fr,,,481014387,Montpellier
fr,,,499914243,Montreuil
fr,,,502074108,Mont-Saint-Aignan
fr,,,495954734,Mulhouse
fr,,,499302617,Nancy
fr,,,500058220,Nanterre
fr,,,494045843,Nantes
fr,,,481338727,Nice
fr,,,481842435,Nîmes
fr,,,499878255,Noisy-le-Grand
fr,,,496458190,Orléans
fr,,,499338218,Orsay
fr,,,499446225,Palaiseau
fr,,,499914234,Paris
fr,,,479897961,Pau
fr,,,477738289,Perpignan
fr,,,485297934,Pessac
fr,,,491706034,Poitiers
fr,,,501318403,Reims
fr,,,497213832,Rennes
fr,,,506502317,Roubaix
fr,,,502002108,Rouen
fr,,,500022217,Rueil-Malmaison
fr,,,500202236,Saint-Denis
fr,,,487566439,Saint-Étienne
fr,,,499842240,Saint-Mandé
fr,,,486630575,Saint-Martin-d'Hères
fr,,,499626229,Sceaux
fr,,,498906776,Strasbourg
fr,,,485369943,Talence
fr,,,479682008,Tarbes
fr,,,481050145,Toulouse
fr,,,494586069,Tours
fr,,,481122699,Valbonne
fr,,,501426120,Val-de-Reuil
fr,,,505350352,Valenciennes
fr,,,499158617,Vandoeuvre-lès-Nancy
fr,,,488862491,Vaulx-en-Velin
fr,,,499734214,Versailles
fr,,,506250314,Villeneuve-d'Ascq
fr,,,500274233,Villetaneuse
fr,,,488790488,Villeurbanne
fo,,,,-- please select
fo,,,547325320,Tórshavn
fm,,,,-- please select
ga,,,,-- please select
ga,,,325422945,Libreville
ga,,,318151360,Masuku
gb,,,,-- please select
ge,,,,-- please select
ge,,,476158272,Kutaisi
ge,,,478858100,Sukhumi
ge,,,474214479,Tbilisi
gg,,,,-- please select
gh,,,,-- please select
gh,,,10074,Abetifi
gh,,,344033980,Accra
gh,,,348497892,Agogo
gh,,,345509991,Akropong
gh,,,342413875,Cape Coast
gh,,,347778047,Ho
gh,,,345941974,Koforidua
gh,,,348101837,Kumasi
gh,,,341621824,Takoradi
gh,,,357857916,Tamale
gh,,,343097800,Tarkwa
gh,,,343277937,Winneba
gi,,,,-- please select
gn,,,,-- please select
gn,,,358396633,Conakry
gn,,,361421069,Kankan
gp,,,,-- please select
gp,,,382511846,Point-à-Pitre
gm,,,,-- please select
gm,,,372472340,Banjul
gm,,,372436332,Serre Kunda
gw,,,,-- please select
gq,,,,-- please select
gq,,,337482879,Malabo
gr,,,,-- please select
gr,,,464996099,Árta
gr,,,460748373,Athens
gr,,,466832085,Ioánnina
gr,,,451208513,Iráklion
gr,,,457364211,Kalamáta
gr,,,471404440,Kavála
gr,,,466651992,Kérkira
gr,,,451856402,Khanía
gr,,,472052540,Komotiní
gr,,,469100179,Kozáni
gr,,,464060243,Lamía
gr,,,466724242,Lárisa
gr,,,462152143,Mesolóngion
gr,,,464816655,Mitilíni
gr,,,461684173,Pátrai
gr,,,460676364,Piraieús
gr,,,462908363,Psakhná
gr,,,451316447,Réthimnon
gr,,,471944355,Sérrai
gr,,,470324294,Thessaloníki
gr,,,459056238,Trípoli
gd,,,,-- please select
gd,,,367427826,Saint George's
gl,,,,-- please select
gl,,,555060827,Nuuk
gt,,,,-- please select
gt,,,376676945,Guatemala
gt,,,377432847,Quetzaltenango
gf,,,,-- please select
gf,,,342588735,Kourou
gu,,,,-- please select
gu,,,372416480,Mangilao
gy,,,,-- please select
gy,,,348456184,Georgetown
hk,,,,-- please select
hk,,,404381417,Jiulong
hk,,,404201414,Xianggangdao
hm,,,,-- please select
hn,,,,-- please select
hn,,,379701197,San Pedro Sula
hn,,,374733278,Tegucigalpa
hr,,,,-- please select
hr,,,477595807,Dubrovnik
hr,,,490195683,Koprivnica
hr,,,487999868,Osijek
hr,,,485587384,Pula
hr,,,487207444,Rijeka
hr,,,480655645,Split
hr,,,482851524,Zadar
hr,,,488899597,Zagreb
ht,,,,-- please select
ht,,,389530625,Les Cayes
ht,,,394966759,Limbe
ht,,,390754766,Port-au-Prince
hu,,,,-- please select
hu,,,495055908,Budapest
hu,,,495164163,Debrecen
hu,,,493147893,Dunaújváros
hu,,,495379935,Gödöllő
hu,,,495703764,Győr
hu,,,492391724,Keszthely
hu,,,497180079,Miskolc
hu,,,489907822,Pécs
hu,,,495667658,Sopron
hu,,,490556016,Szeged
hu,,,493939841,Székesfehérvár
hu,,,494047663,Szombathely
hu,,,493579791,Veszprém
id,,,,-- please select
id,,,314564058,Aberpura
id,,,310710816,Ambon
id,,,344007532,Banda Aceh
id,,,304444527,Bandar Lampung
id,,,299152760,Bandung
id,,,312041459,Banjarmasin
id,,,294509437,Banyuwangi
id,,,327736392,Batam
id,,,310348225,Bengkulu
id,,,300340679,Bogor
id,,,298289187,Bojonegoro
id,,,299440748,Cimahi
id,,,299872856,Cirebon
id,,,292889522,Denpasar
id,,,296129041,Depok
id,,,326046306,Gorontalo
id,,,301780683,Jakarta
id,,,318304361,Jambi
id,,,294617369,Jember
id,,,296813226,Jombang
id,,,295913201,Kediri
id,,,309738259,Kendari
id,,,299513084,Kudus
id,,,287418357,Kupang
id,,,342711714,Lhokseumawe
id,,,296561151,Madiun
id,,,297101021,Magelang
id,,,305525941,Makasar
id,,,295301262,Malang
id,,,329430484,Manado
id,,,293141613,Mataram
id,,,336951867,Medan
id,,,320608035,Padang
id,,,316073392,Palangka Raya
id,,,313264475,Palembang
id,,,320789984,Palu
id,,,298217347,Pamekasan
id,,,299260966,Pekalongan
id,,,326044143,Pekan Baru
id,,,334683906,Pematang Siantar
id,,,323956934,Pontianak
id,,,297280924,Purwokerto
id,,,297749047,Salatiga
id,,,322229715,Samarinda
id,,,298937042,Semarang
id,,,302032615,Serang
id,,,297965274,Surabaya
id,,,296777082,Surakarta
id,,,301780663,Tangerang
id,,,297676821,Tasikmalaya
id,,,299332913,Tegal
id,,,326874736,Ternate
id,,,328782481,Tomohon
id,,,296021037,Yogyakarta
im,,,,-- please select
in,,,,-- please select
in,,,409851127,Agartala
in,,,421909801,Āgra
in,,,406933258,Ahmadābād
in,,,409383271,Āīzawl
in,,,419245464,Ajmer
in,,,398581700,Akola
in,,,417517608,Aligarh
in,,,415646184,Allahābād
in,,,423241660,Alwar
in,,,399445776,Amrāvati
in,,,437929487,Amritsar
in,,,376945759,Anantapur
in,,,416042466,Arrah
in,,,409310698,Asansol
in,,,412730798,Aurangabad
in,,,446137502,Awantipora
in,,,420506220,Ayodhya
in,,,401390695,Bāleshwar
in,,,370717756,Bangalore
in,,,407690707,Bānkura
in,,,407690786,Barddhamān
in,,,426121941,Bareli
in,,,403046673,Bāripada
in,,,418238387,Bhagalpur
in,,,402469213,Bhāvnagar
in,,,396998584,Bhubaneswar
in,,,425725660,Bikaner
in,,,424933332,Bīkāner
in,,,403550215,Bilāspur
in,,,412982498,Bodh Gaya
in,,,392281282,Bombay
in,,,401426387,Burla
in,,,405278836,Calcutta
in,,,204280,Chandigarh
in,,,416834472,Chhāpra
in,,,426877755,Dādri
in,,,418202588,Darbhanga
in,,,433249805,Dehra Dūn
in,,,427237721,Delhi
in,,,409706642,Dhanbad
in,,,422991491,Dibrugarh
in,,,417339373,Dimāpur
in,,,411398725,Dumka
in,,,396025930,Durgāpur
in,,,364885773,Erode
in,,,420434214,Faizābād
in,,,370862025,Gandhi Nagar
in,,,407905263,Gāndhīnagar
in,,,422450861,Gangtok
in,,,427201741,Ghāziābād
in,,,420362336,Gorakhpur
in,,,386449682,Gulbarga
in,,,382742044,Guntūr
in,,,426517701,Gurgaon
in,,,418311175,Guwāhāti
in,,,418453817,Gwalior
in,,,429253952,Haldwāni
in,,,405314833,Hāora
in,,,427453777,Hāpur
in,,,431953816,Haridwār
in,,,410462536,Hazārībāg
in,,,429037572,Hisar
in,,,379033637,Hospet
in,,,379321513,Hubli
in,,,386665848,Hyderabad
in,,,413271394,Imphāl
in,,,405817586,Indore
in,,,421731361,Itānagar
in,,,407437994,Jabalpur
in,,,420937580,Jaipur
in,,,436813557,Jalandhar
in,,,399661556,Jālgaon
in,,,441781485,Jammu
in,,,404917007,Jāmnagar
in,,,406070620,Jamshedpur
in,,,416762269,Jaunpur
in,,,415645856,Jhānsi
in,,,425293539,Jhunjhunūn
in,,,418669302,Jodhpur
in,,,10091,Jorethang
in,,,420363420,Jorhāt
in,,,407941233,Kadi
in,,,360637643,Kalady
in,,,406754848,Kalyani
in,,,366721535,Kannur
in,,,419318033,Kānpur
in,,,10009,Karaikudi
in,,,430909697,Karnāl
in,,,401138097,Khairāgarh
in,,,404450731,Kharagpur
in,,,360097622,Kochi
in,,,360853748,Kodaikānāl
in,,,416439411,Kohīma
in,,,384145422,Kolhāpur
in,,,356029658,Kollam
in,,,414673583,Kota
in,,,358585652,Kottayam
in,,,363661696,Koyampattur
in,,,364561578,Kozhikkod
in,,,369925837,Kuppam
in,,,10010,Kurukshetra
in,,,423529438,Lādnūn
in,,,420686092,Lakhnau
in,,,10013,Lonere
in,,,435301584,Ludhiāna
in,,,382310114,Machilīpatnam
in,,,418274638,Madhepur
in,,,371150027,Madras
in,,,359737812,Madurai
in,,,368341665,Maisūru
in,,,367117825,Mallāpuram
in,,,370393484,Mangaluru
in,,,10011,Manipal
in,,,404414715,Midnapur
in,,,428389770,Mīrat
in,,,418094538,Muzaffarpur
in,,,400201908,Nāgpur
in,,,429793945,Naini Tāl
in,,,393037729,Nānded
in,,,379789848,Nandyāl
in,,,396061378,Nāshik
in,,,399481292,Navsāri
in,,,376081998,Nellur
in,,,426985722,Ni Dilli
in,,,417806305,Nizāmābād
in,,,426913733,Noida
in,,,439657653,Pālampur
in,,,411037243,Pālanpur
in,,,379825381,Panaji
in,,,10012,Pantnagar
in,,,393397676,Parbhani
in,,,409921211,Pātan
in,,,416258513,Patna
in,,,426157560,Pilani
in,,,367009983,Pondicherry
in,,,371006011,Pūnamallī
in,,,390733384,Pune
in,,,395342583,Puri
in,,,408050636,Puruliya
in,,,393793465,Rāhuri
in,,,400490163,Raipur
in,,,433177810,Rāipur
in,,,404341079,Rājkot
in,,,408122533,Rānchi
in,,,404090481,Raurkela
in,,,412334129,Rewa
in,,,428065658,Rohtak
in,,,431557789,Rūrkī
in,,,366037816,Salem
in,,,401318397,Sambalpur
in,,,10014,Santiniketan
in,,,426445448,Sardārshahr
in,,,412514083,Satna
in,,,411577913,Shāhgarh
in,,,398833668,Shegaon
in,,,420254842,Shilīguri
in,,,416079187,Shillong
in,,,436021716,Shimla
in,,,374173557,Shimoga
in,,,387637589,Sholāpur
in,,,423421513,Sīkar
in,,,413415277,Silchar
in,,,435337712,Solon
in,,,428389701,Sonīpat
in,,,389906390,Srīkākulam
in,,,446749479,Srīnagar
in,,,400345282,Sūrat
in,,,433393848,Tehri
in,,,419895279,Tezpur
in,,,362869913,Thanjāvūr
in,,,354661695,Thiruvananthapuram
in,,,361897621,Thrissūr
in,,,362941869,Tiruchchirāppalli
in,,,355453769,Tirunelveli
in,,,373093941,Tirupati
in,,,357829657,Tiruvalla
in,,,372049710,Tumkūr
in,,,415899022,Tura
in,,,412513369,Udaipur
in,,,407509578,Ujjain
in,,,404341318,Vadodara
in,,,415178301,Vārānasī
in,,,370537913,Velluru
in,,,405133290,Vidyanagar
in,,,383498063,Vijayawāda
in,,,387854330,Visakhapatnam
in,,,388861958,Warangal
in,,,417987427,Wokha
io,,,,-- please select
ie,,,,-- please select
ie,,,516329205,Athlone
ie,,,514241308,Carlow
ie,,,510857153,Cork
ie,,,516005375,Dublin
ie,,,515825094,Galway
ie,,,513629137,Limerick
ie,,,516185340,Maynooth
ie,,,513737108,Shannon
ie,,,512225028,Tralee
ie,,,512153287,Waterford
ir,,,,-- please select
ir,,,462514706,Ahar
ir,,,436630872,Ahvāz
ir,,,456899487,'Alīābād
ir,,,455171240,Āmol
ir,,,446710970,Arāk
ir,,,461722830,Ardabīl
ir,,,455531270,Bābol
ir,,,456179264,Bābol Sar
ir,,,440915180,Bahārestān
ir,,,422123625,Bandar-e 'Abbās
ir,,,456431395,Bandar-e Gaz
ir,,,434362922,Bandar-e Māhshahr
ir,,,442391922,Bīrjand
ir,,,458915732,Bojnūrd
ir,,,460210686,Bostānābād
ir,,,455530620,Būkān
ir,,,428135083,Būshehr
ir,,,454235435,Dāmghān
ir,,,10100,Dehāqān
ir,,,446351068,Delījān
ir,,,441671168,Eşfahān
ir,,,428315368,Fasā
ir,,,450815233,Garmsār
ir,,,447683868,Gonābād
ir,,,456611448,Gorgān
ir,,,449194858,Hamadān
ir,,,445090643,Īlām
ir,,,426803357,Jahrom
ir,,,421295428,Jenāh̨
ir,,,452903097,Karaj
ir,,,446351158,Kāshān
ir,,,430583167,Kāzerūn
ir,,,433103708,Kermān
ir,,,447790706,Kermānshāh
ir,,,451392039,Khorramābād
ir,,,419639402,Kīsh
ir,,,457943000,Lāhījān
ir,,,447574885,Malāyer
ir,,,454595957,Mashhad
ir,,,440051401,Meybod
ir,,,440987166,Mobārakeh
ir,,,425796121,Najafābād
ir,,,432419153,Nūrābād
ir,,,455963155,Nūshahr
ir,,,459130500,Orūmīyeh
ir,,,10015,Parand
ir,,,454595000,Qazvīn
ir,,,452651118,Qods
ir,,,448763095,Qom
ir,,,457655850,Qūchān
ir,,,433535602,Rafsanjān
ir,,,458302963,Resht
ir,,,452687191,Rūdehen
ir,,,444622803,Sabzevār
ir,,,451102702,Sanandaj
ir,,,455603310,Sārī
ir,,,450095033,Sāveh
ir,,,452003338,Semnān
ir,,,461470570,Shabestar
ir,,,440375085,Shahr-e Kord
ir,,,455135497,Shāhrūd
ir,,,458843792,Shīravān
ir,,,430691257,Shīrāz
ir,,,439402883,Shūshtar
ir,,,458230932,Şowma'eh Sarā
ir,,,461110630,Tabrīz
ir,,,448871002,Tafresh
ir,,,453874970,Tākestān
ir,,,452435143,Tehrān
ir,,,451031922,Torbat-e H̨eydarīyeh
ir,,,451175165,Varāmīn
ir,,,434975168,Yāsūj
ir,,,438935437,Yazd
ir,,,435696148,Zābol
ir,,,430224083,Zāhedān
ir,,,456034850,Zanjān
iq,,,,-- please select
iq,,,439186493,ad-Dīwānīyah
iq,,,438646715,al-'Amārah
iq,,,433930782,al-Başrah
iq,,,440950443,al-H̨illah
iq,,,441022583,al-Kūt
iq,,,454846314,al-Mawşil
iq,,,439222434,an-Najaf
iq,,,435766626,an-Nāşirīyah
iq,,,444334330,ar-Ramādī
iq,,,436774528,as-Samāwah
iq,,,452038543,as-Sulaymānīyah
iq,,,444010444,Bagdād
iq,,,456682302,Dahūk
iq,,,454270401,Irbīl
iq,,,441418403,Karbalā'
iq,,,451714439,Kirkūk
iq,,,453910463,Kūsanjaq
iq,,,454558488,Rānīyah
iq,,,447250415,Sāmarrā'
iq,,,448618368,Tikrīt
is,,,,-- please select
is,,,560500188,Akureyri
is,,,557115850,Bifröst
is,,,560644087,Hólar
is,,,556467823,Hvanneyri
is,,,561903686,Ísafjörður
is,,,554919808,Reykjavík
il,,,,-- please select
il,,,442605508,'Akko
il,,,439581517,Ari'el
il,,,438033456,Ashqelon
il,,,436521480,Be'er Sheva
il,,,442173499,Haifa
il,,,439833484,Herzeliyya
il,,,438429522,Jerusalem
il,,,10008,Nahalal
il,,,439509480,Ramat Gan
il,,,438825480,Reẖovot
il,,,439077480,Rishon LeẔiyyon
il,,,439473477,Tel Aviv-Yafo
it,,,,-- please select
it,,,480979350,Ancona
it,,,472051687,Bari
it,,,472087477,Benevento
it,,,488538967,Bergamo
it,,,484219134,Bologna
it,,,491419135,Bolzano
it,,,484938783,Bra
it,,,487999022,Brescia
it,,,465210910,Cagliari
it,,,479287307,Camerino
it,,,473419382,Cassino
it,,,488250889,Castellanza
it,,,459019508,Catania
it,,,476479416,Chieti
it,,,488934908,Como
it,,,465463626,Cosenza
it,,,485443161,Ferrara
it,,,481735125,Fiesole
it,,,481627124,Florence
it,,,473311555,Foggia
it,,,483930893,Genoa
it,,,476479339,L'Aquila
it,,,469315816,Lecce
it,,,481879050,Lucca
it,,,479899344,Macerata
it,,,461503555,Messina
it,,,487746919,Milan
it,,,484759092,Modena
it,,,473887448,Molise
it,,,471079427,Naples
it,,,487495187,Padova
it,,,461251336,Palermo
it,,,485335032,Parma
it,,,486738915,Pavia
it,,,479215239,Perugia
it,,,481411040,Pisa
it,,,470395579,Potenza
it,,,461215565,Reggio di Calabria
it,,,474823250,Rome
it,,,470467477,Salerno
it,,,470646856,Sassari
it,,,480007132,Siena
it,,,477631370,Teramo
it,,,489907112,Trento
it,,,488359377,Trieste
it,,,486306768,Turin
it,,,489871324,Udine
it,,,481483263,Urbino
it,,,487567233,Venice
it,,,487603099,Verona
it,,,476731209,Viterbo
jm,,,,-- please select
jm,,,388774320,Kingston
jm,,,388990252,Mandeville
je,,,,-- please select
jo,,,,-- please select
jo,,,440517622,al-Mafraq
jo,,,439041593,'Ammān
jo,,,439401572,as-Salţ
jo,,,435045560,aţ-Ţafīlah
jo,,,439473610,az-Zarqā'
jo,,,441201585,Irbid
jo,,,432705573,Ma'ān
jo,,,438213579,Mādabā
jo,,,435945569,Maw'tah
jp,,,,-- please select
jp,,,466988011,Akita
jp,,,448987541,Amagasaki
jp,,,453776024,Ami
jp,,,471020074,Aomori
jp,,,481604236,Asahikawa
jp,,,454891945,Ashikaga
jp,,,449059531,Ashiya
jp,,,451651936,Atsugi
jp,,,443839150,Beppu
jp,,,452228011,Chiba
jp,,,450031686,Chita
jp,,,479264155,Ebetsu
jp,,,451219947,Fujisawa
jp,,,453919622,Fukui
jp,,,444955041,Fukuoka
jp,,,459932047,Fukushima
jp,,,448231337,Fukuyama
jp,,,451543676,Gifu
jp,,,455035899,Gumma
jp,,,474512074,Hakodate
jp,,,450967959,Hayama
jp,,,449419469,Himeji
jp,,,451219935,Hiratsuka
jp,,,470192047,Hirosaki
jp,,,447835244,Hiroshima
jp,,,455756066,Hitachi
jp,,,448195671,Ise
jp,,,451507932,Isehara
jp,,,457736045,Ishikawa
jp,,,462380129,Ishinomaki
jp,,,467960123,Iwate
jp,,,451327275,Izumo
jp,,,457663825,Jōetsu
jp,,,447259403,Kagawa
jp,,,437755056,Kagoshima
jp,,,451183955,Kamakura
jp,,,455647664,Kanazawa
jp,,,443911037,Kanzaki
jp,,,449995700,Kariya
jp,,,450895698,Kasugai
jp,,,451939970,Kawasaki
jp,,,478796156,Kitahiroshima
jp,,,445999086,Kitakyūshū
jp,,,481748389,Kitami
jp,,,448879517,Kōbe
jp,,,444847354,Kōchi
jp,,,451111691,Komaki
jp,,,458708038,Kōriyama
jp,,,442111071,Kumamoto
jp,,,443947051,Kurume
jp,,,478832448,Kushiro
jp,,,450067575,Kyōto
jp,,,455035906,Maebashi
jp,,,451759304,Matsue
jp,,,448519653,Matsusaka
jp,,,445855277,Matsuyama
jp,,,455000047,Mito
jp,,,438907142,Miyazaki
jp,,,450319707,Miyoshi
jp,,,476456101,Muroran
jp,,,450679704,Nagakute
jp,,,455971818,Nagano
jp,,,458887885,Nagaoka
jp,,,441930988,Nagasaki
jp,,,419754799,Nago
jp,,,450571691,Nagoya
jp,,,451795750,Nakatsugawa
jp,,,448915583,Nara
jp,,,460543904,Niigata
jp,,,449059534,Nishinomiya
jp,,,450535704,Nisshin
jp,,,478544319,Obihiro
jp,,,450067696,Ōbu
jp,,,443695160,Oita
jp,,,448843392,Okayama
jp,,,449887716,Okazaki
jp,,,418854779,Okinawa
jp,,,419394785,Onna
jp,,,448879550,Ōsaka
jp,,,479552100,Otaru
jp,,,450067587,Ōtsu
jp,,,453308019,Ryugasaki
jp,,,443731030,Saga
jp,,,452119938,Sagamihara
jp,,,453163964,Saitama
jp,,,479048134,Sapporo
jp,,,461768089,Sendai
jp,,,450715592,Shiga
jp,,,449959839,Shizuoka
jp,,,449599658,Suzuka
jp,,,449311535,Takarazuka
jp,,,454819902,Takasaki
jp,,,452227946,Tama
jp,,,442543056,Tamana
jp,,,454999973,Tochigi
jp,,,446683455,Tokushima
jp,,,452443977,Tōkyō
jp,,,451831423,Tottori
jp,,,456151722,Toyama
jp,,,450247701,Toyoake
jp,,,449167739,Toyohashi
jp,,,450355716,Toyota
jp,,,449023651,Tsu
jp,,,454388009,Tsukuba
jp,,,455647989,Utsunomiya
jp,,,447223517,Wakayama
jp,,,487508167,Wakkanai
jp,,,461732033,Yamagata
jp,,,447079148,Yamaguchi
jp,,,452479865,Yamanashi
jp,,,449743496,Yashiro
jp,,,449923664,Yokkaichi
jp,,,451723962,Yokohama
jp,,,451003967,Yokosuka
jp,,,452480017,Yotsukaidō
kz,,,,-- please select
kz,,,496969283,Aķtaū
kz,,,479977692,Almaty
kz,,,508237147,Astana
kz,,,493655188,Atyrau
kz,,,515904942,Kökşetaū
kz,,,507623100,Oral
kz,,,503918261,Öskemen
kz,,,512305695,Pavlodar
kz,,,521592922,Petropavl
kz,,,503593316,Qaragandy
kz,,,515616363,Qostanay
kz,,,505574027,Semey
kz,,,476376959,Shymkent
kz,,,486025840,Taldıķorğan
kz,,,479904826,Türkistan
kz,,,496032777,Zhezkazgan
ke,,,,-- please select
ke,,,322833765,Chuka
ke,,,325893527,Eldoret
ke,,,325065473,Kakamega
ke,,,322257710,Karatina
ke,,,322725528,Kericho
ke,,,319593667,Kikuyu
ke,,,311025985,Kilifi
ke,,,321609476,Kisii
ke,,,323697475,Kisumu
ke,,,320061665,Limuru
ke,,,318585726,Machakos
ke,,,10016,Maseno
ke,,,324237764,Meru
ke,,,309477966,Mombasa
ke,,,319377682,Nairobi
ke,,,323013607,Nakuru
ke,,,320169585,Narok
ke,,,324165636,Nyahururu
ke,,,322545695,Nyeri
ke,,,320277709,Thika
kg,,,,-- please select
kg,,,478357457,Bişkek
kg,,,471409300,Celalabad
kg,,,469969279,Oş
kh,,,,-- please select
kh,,,10017,Chambak
kh,,,365680492,Phnum Pénh
kh,,,372160386,Siem Reab
ki,,,,-- please select
kn,,,,-- please select
kn,,,386327727,Basseterre
kn,,,385751737,Charlestown
kr,,,,-- please select
kr,,,455646872,Andong
kr,,,457266728,Ansŏng
kr,,,458634692,Anyang
kr,,,456474698,Asan
kr,,,451002862,Changwŏn
kr,,,457734822,Chechon
kr,,,444666652,Cheju
kr,,,450714808,Chinju
kr,,,10099,Chodang
kr,,,456546716,Chŏnan
kr,,,455934750,Chŏngju
kr,,,453018714,Chŏnju
kr,,,460326774,Chunchŏn
kr,,,457158794,Chungju
kr,,,453414695,Iksan
kr,,,458958664,Inchŏn
kr,,,459966889,Kangnŭng
kr,,,450714893,Kimhae
kr,,,455250712,Kongju
kr,,,459750693,Koyang
kr,,,454098835,Kumi
kr,,,453594671,Kunsan
kr,,,458706725,Kwangju
kr,,,450606691,Kwangju
kr,,,453090922,Kyŏngju
kr,,,452982873,Kyŏngsan
kr,,,450822858,Masan
kr,,,451794876,Miryang
kr,,,449310639,Mokpo
kr,,,450102672,Naju
kr,,,451470737,Namwōn
kr,,,454350709,Nonsan
kr,,,457770707,Osan
kr,,,453738937,Pohang
kr,,,458958677,Puchŏn
kr,,,450426903,Pusan
kr,,,457158710,Pyŏngtaek
kr,,,458850916,Samchok
kr,,,458814715,Sŏngnam
kr,,,456474644,Sŏsan
kr,,,459246699,Sŏul
kr,,,449850749,Sunchŏn
kr,,,458166701,Suwŏn
kr,,,453162860,Taegu
kr,,,454818743,Taejŏn
kr,,,452010931,Ulsan
kr,,,458490794,Wŏnju
kr,,,458238712,Yongin
kr,,,449094774,Yŏsu
kw,,,,-- please select
kw,,,429538802,al-Jābiriyah
kw,,,429790799,al-Kuwayt
kw,,,429538791,ar-Riq'ay
kw,,,429610806,as-Sālimiyah
kw,,,429574782,Doha
kw,,,429394807,Mušrif
la,,,,-- please select
la,,,395632214,Luang Prabang
la,,,383680475,Savannakhet
